¨é°Ó¶R½æªÑ²¼¦¨¥æ»ù¶q¸ê°T
ªÑ²¼¥N½X,="2387"
§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ,,§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ
501,1560´ä°Ó³¥§ø,69.80,24000,0,,502,1560´ä°Ó³¥§ø,69.90,2000,0 
503,1560´ä°Ó³¥§ø,70.00,1000,0,,504,1560´ä°Ó³¥§ø,70.50,10000,0 
505,1560´ä°Ó³¥§ø,71.40,0,15000,,506,1560´ä°Ó³¥§ø,71.50,0,22000 
507,1560´ä°Ó³¥§ø,71.60,0,3000,,508,1560´ä°Ó³¥§ø,71.70,0,37000 
509,1560´ä°Ó³¥§ø,71.80,0,14000,,510,1560´ä°Ó³¥§ø,71.90,0,12000 
511,1560´ä°Ó³¥§ø,72.00,0,28000,,512,1560´ä°Ó³¥§ø,72.10,0,27000 
513,1560´ä°Ó³¥§ø,72.20,0,3000,,514,1560´ä°Ó³¥§ø,72.50,0,3000 
515,1560´ä°Ó³¥§ø,72.70,8000,0,,516,1560´ä°Ó³¥§ø,72.80,0,96000 
517,1560´ä°Ó³¥§ø,72.90,31000,0,,518,1560´ä°Ó³¥§ø,73.10,12000,0 
519,1650·ç»È,70.80,0,9000,,520,1650·ç»È,71.00,0,4000 
521,1650·ç»È,71.60,0,1000,,522,1650·ç»È,71.70,0,36000 
523,1650·ç»È,72.00,0,53000,,524,1650·ç»È,72.40,0,30000 
525,1650·ç»È,72.50,0,11000,,526,2180¨È    ªF,69.80,1000,0 
527,2180¨È    ªF,70.50,1000,0,,528,2180¨È    ªF,71.90,2000,0 
529,2180¨È    ªF,72.00,0,2000,,530,2180¨È    ªF,72.10,6000,0 
531,2180¨È    ªF,72.20,14000,0,,532,2180¨È    ªF,72.70,0,2000 
533,2180¨È    ªF,72.90,0,1000,,534,2180¨È    ªF,73.00,0,1000 
535,2181¨ÈªFªO¾ô,72.40,0,1000,,536,2181¨ÈªFªO¾ô,72.60,0,1000 
537,2181¨ÈªFªO¾ô,73.10,0,1000,,538,2184¨ÈªF·s¦Ë,71.40,2000,0 
539,2187¨ÈªF¥x¤¤,70.40,0,1000,,540,2187¨ÈªF¥x¤¤,72.00,1000,0 
541,2187¨ÈªF¥x¤¤,72.10,0,1000,,542,2187¨ÈªF¥x¤¤,72.20,0,1000 
543,2187¨ÈªF¥x¤¤,72.60,1000,0,,544,5050¤j    ®i,69.50,5000,0 
545,5050¤j    ®i,70.50,0,20000,,546,5050¤j    ®i,71.30,1000,0 
547,5050¤j    ®i,71.50,1000,0,,548,5050¤j    ®i,71.90,0,1000 
549,5050¤j    ®i,72.00,6000,0,,550,5050¤j    ®i,72.20,21000,0 
551,5050¤j    ®i,72.90,1000,11000,,552,5050¤j    ®i,73.00,0,6000 
553,5058¤j®i¥x«n,70.30,0,1000,,554,5058¤j®i¥x«n,71.00,0,2000 
555,5058¤j®i¥x«n,71.80,4000,0,,556,5058¤j®i¥x«n,72.10,0,25000 
557,5058¤j®i¥x«n,72.20,1000,12000,,558,5058¤j®i¥x«n,72.40,1000,0 
559,5058¤j®i¥x«n,72.90,1000,0,,560,5261¤j¼yÄª¬w,69.50,0,2000 
561,5261¤j¼yÄª¬w,70.10,2000,0,,562,5261¤j¼yÄª¬w,70.60,1000,0 
563,5261¤j¼yÄª¬w,71.10,2000,0,,564,5261¤j¼yÄª¬w,71.40,4000,1000 
565,5261¤j¼yÄª¬w,71.70,2000,0,,566,5261¤j¼yÄª¬w,72.10,0,1000 
567,5261¤j¼yÄª¬w,72.30,1000,2000,,568,5261¤j¼yÄª¬w,72.40,0,1000 
569,5261¤j¼yÄª¬w,72.60,1000,0,,570,5261¤j¼yÄª¬w,72.80,1000,0 
571,5262¤j¼y·¨±ö,70.50,2000,0,,572,5262¤j¼y·¨±ö,71.70,1000,0 
573,5262¤j¼y·¨±ö,71.80,3000,0,,574,5262¤j¼y·¨±ö,71.90,0,2000 
575,5262¤j¼y·¨±ö,72.00,1000,0,,576,5262¤j¼y·¨±ö,72.10,0,3000 
577,5262¤j¼y·¨±ö,72.60,1000,0,,578,5265¤j¼y­]®ß,69.90,0,2000 
579,5265¤j¼y­]®ß,71.10,2000,0,,580,5265¤j¼y­]®ß,71.50,4000,0 
581,5265¤j¼y­]®ß,71.60,2000,0,,582,5265¤j¼y­]®ß,71.90,1000,0 
583,5265¤j¼y­]®ß,72.00,1000,1000,,584,5265¤j¼y­]®ß,72.10,0,1000 
585,5265¤j¼y­]®ß,72.20,1000,0,,586,5265¤j¼y­]®ß,72.30,0,2000 
587,5265¤j¼y­]®ß,72.50,0,1000,,588,5265¤j¼y­]®ß,72.90,0,1000 
589,5265¤j¼y­]®ß,73.00,1000,0,,590,5266¤j¼y¤¤Ãc,69.80,3000,0 
591,5266¤j¼y¤¤Ãc,70.50,0,1000,,592,5266¤j¼y¤¤Ãc,70.60,0,2000 
593,5266¤j¼y¤¤Ãc,71.80,1000,0,,594,5267¤j¼y°ò¶©,71.20,1000,0 
595,5267¤j¼y°ò¶©,71.30,2000,0,,596,5267¤j¼y°ò¶©,71.40,1000,0 
597,5267¤j¼y°ò¶©,71.50,1000,0,,598,5267¤j¼y°ò¶©,71.90,0,1000 
599,5267¤j¼y°ò¶©,72.30,1000,0,,600,5268¤j¼y¥x«n,70.30,1000,0 
601,5268¤j¼y¥x«n,71.90,10000,0,,602,5269¤j¼y¥x¤¤,72.00,0,20000 
603,5269¤j¼y¥x¤¤,73.00,0,10000,,604,526A¤j¼y¤¤©M,71.40,0,1000 
605,526A¤j¼y¤¤©M,71.70,1000,0,,606,526A¤j¼y¤¤©M,72.20,1000,0 
607,526K¤j¼y´I¶¶,71.40,2000,0,,608,526K¤j¼y´I¶¶,71.50,3000,0 
609,526K¤j¼y´I¶¶,72.00,0,3000,,610,526K¤j¼y´I¶¶,73.00,0,1000 
611,5320°ª    ¾ô,69.50,1000,0,,612,5320°ª    ¾ô,70.00,1000,0 
613,5320°ª    ¾ô,70.40,1000,0,,614,5320°ª    ¾ô,71.30,1000,0 
615,5320°ª    ¾ô,71.60,0,1000,,616,5320°ª    ¾ô,72.90,1000,0 
617,5320°ª    ¾ô,73.00,0,1000,,618,5321°ª¾ôÀs¼æ,72.80,0,1000 
619,5380²Ä¤@ª÷ÃÒ,70.20,0,1000,,620,5380²Ä¤@ª÷ÃÒ,70.30,0,4000 
621,5380²Ä¤@ª÷ÃÒ,71.40,0,2000,,622,5380²Ä¤@ª÷ÃÒ,71.70,5000,0 
623,5380²Ä¤@ª÷ÃÒ,71.80,0,2000,,624,5380²Ä¤@ª÷ÃÒ,71.90,0,16000 
625,5380²Ä¤@ª÷ÃÒ,72.00,0,5000,,626,5380²Ä¤@ª÷ÃÒ,72.20,2000,2000 
627,5380²Ä¤@ª÷ÃÒ,72.60,2000,0,,628,5380²Ä¤@ª÷ÃÒ,72.80,5000,0 
629,5380²Ä¤@ª÷ÃÒ,73.00,3000,0,,630,5380²Ä¤@ª÷ÃÒ,73.10,2000,0 
631,5382²Ä¤@¥x¤¤,71.30,1000,0,,632,5382²Ä¤@¥x¤¤,71.50,1000,0 
633,5382²Ä¤@¥x¤¤,71.90,1000,0,,634,5382²Ä¤@¥x¤¤,72.20,0,1000 
635,5382²Ä¤@¥x¤¤,72.30,0,1000,,636,5382²Ä¤@¥x¤¤,72.70,1000,0 
637,5382²Ä¤@¥x¤¤,72.80,0,1000,,638,5383²Ä¤@°ª¶¯,71.40,3000,1000 
639,5383²Ä¤@°ª¶¯,71.80,1000,0,,640,5383²Ä¤@°ª¶¯,72.10,3000,11000 
641,5383²Ä¤@°ª¶¯,72.20,4000,0,,642,5383²Ä¤@°ª¶¯,72.70,1000,0 
643,5384²Ä¤@¥x«n,69.50,1000,0,,644,5384²Ä¤@¥x«n,71.50,0,3000 
645,5384²Ä¤@¥x«n,71.70,0,1000,,646,5384²Ä¤@¥x«n,71.90,6000,0 
647,5384²Ä¤@¥x«n,72.00,4000,0,,648,5384²Ä¤@¥x«n,72.70,0,1000 
649,5385²Ä¤@®ç¶é,69.50,1000,1000,,650,5385²Ä¤@®ç¶é,70.20,0,1000 
651,5385²Ä¤@®ç¶é,71.10,0,1000,,652,5385²Ä¤@®ç¶é,71.50,1000,0 
653,5385²Ä¤@®ç¶é,71.60,0,1000,,654,5385²Ä¤@®ç¶é,71.90,1000,0 
655,5385²Ä¤@®ç¶é,72.00,2000,0,,656,5385²Ä¤@®ç¶é,72.20,0,1000 
657,5385²Ä¤@®ç¶é,72.30,1000,0,,658,5385²Ä¤@®ç¶é,72.90,1000,0 
659,5386²Ä¤@¹ü¤Æ,71.40,0,4000,,660,5386²Ä¤@¹ü¤Æ,71.50,0,4000 
661,5386²Ä¤@¹ü¤Æ,71.70,1000,0,,662,5386²Ä¤@¹ü¤Æ,71.80,1000,0 
663,5386²Ä¤@¹ü¤Æ,72.00,0,20000,,664,5386²Ä¤@¹ü¤Æ,72.10,2000,0 
665,5386²Ä¤@¹ü¤Æ,72.20,3000,0,,666,5386²Ä¤@¹ü¤Æ,72.30,1000,0 
667,5386²Ä¤@¹ü¤Æ,73.00,20000,0,,668,5387²Ä¤@¼ê´ò,70.90,2000,0 
669,5389²Ä¤@¤¤¤s,69.90,1000,0,,670,5389²Ä¤@¤¤¤s,70.40,3000,0 
671,5389²Ä¤@¤¤¤s,71.10,2000,0,,672,5389²Ä¤@¤¤¤s,71.90,2000,0 
673,5389²Ä¤@¤¤¤s,72.10,0,1000,,674,538A²Ä¤@·s¿³,70.40,0,1000 
675,538A²Ä¤@·s¿³,71.80,1000,0,,676,538A²Ä¤@·s¿³,72.00,0,1000 
677,538A²Ä¤@·s¿³,72.10,2000,0,,678,538A²Ä¤@·s¿³,72.20,0,2000 
679,538A²Ä¤@·s¿³,72.50,1000,1000,,680,538A²Ä¤@·s¿³,72.80,0,1000 
681,538A²Ä¤@·s¿³,72.90,0,2000,,682,538B²Ä¤@·s¦Ë,69.50,0,4000 
683,538B²Ä¤@·s¦Ë,71.00,0,1000,,684,538B²Ä¤@·s¦Ë,71.50,1000,0 
685,538B²Ä¤@·s¦Ë,72.40,2000,0,,686,538C²Ä¤@¥ú´_,70.80,1000,0 
687,538C²Ä¤@¥ú´_,70.90,3000,0,,688,538C²Ä¤@¥ú´_,71.60,0,4000 
689,538C²Ä¤@¥ú´_,71.80,4000,4000,,690,538D²Ä¤@©¾§µ,71.50,0,5000 
691,538D²Ä¤@©¾§µ,71.60,1000,0,,692,538D²Ä¤@©¾§µ,72.30,5000,0 
693,538E²Ä¤@¦Û¥Ñ,69.80,0,15000,,694,538E²Ä¤@¦Û¥Ñ,72.30,5000,0 
695,538E²Ä¤@¦Û¥Ñ,72.70,10000,0,,696,538E²Ä¤@¦Û¥Ñ,73.00,0,1000 
697,538I²Ä¤@ÀY¥÷,73.00,0,1000,,698,538j²Ä¤@¦w©M,69.50,0,1000 
699,538j²Ä¤@¦w©M,72.50,0,1000,,700,538j²Ä¤@¦w©M,72.60,1000,0 
701,538j²Ä¤@¦w©M,73.00,0,1000,,702,538M²Ä¤@¹Å¸q,69.50,1000,0 
703,538M²Ä¤@¹Å¸q,70.80,0,1000,,704,538M²Ä¤@¹Å¸q,71.50,1000,0 
705,538M²Ä¤@¹Å¸q,71.60,0,1000,,706,538M²Ä¤@¹Å¸q,71.90,1000,2000 
707,538M²Ä¤@¹Å¸q,72.50,0,10000,,708,538M²Ä¤@¹Å¸q,72.80,0,5000 
709,538N²Ä¤@Â×­ì,69.50,0,1000,,710,538N²Ä¤@Â×­ì,69.80,1000,0 
711,538N²Ä¤@Â×­ì,71.00,1000,0,,712,538N²Ä¤@Â×­ì,72.20,0,10000 
713,538N²Ä¤@Â×­ì,72.40,10000,0,,714,538N²Ä¤@Â×­ì,72.60,1000,0 
715,538P²Ä¤@¸ô¦Ë,69.50,0,1000,,716,538P²Ä¤@¸ô¦Ë,72.10,0,1000 
717,538P²Ä¤@¸ô¦Ë,72.80,1000,0,,718,538W²Ä¤@µØ¦¿,71.70,1000,0 
719,538W²Ä¤@µØ¦¿,72.00,1000,6000,,720,538W²Ä¤@µØ¦¿,72.20,0,1000 
721,538W²Ä¤@µØ¦¿,73.00,0,2000,,722,538Y²Ä¤@¤¤Ãc,71.40,2000,0 
723,538Y²Ä¤@¤¤Ãc,71.50,1000,0,,724,538Y²Ä¤@¤¤Ãc,71.70,1000,0 
725,538Y²Ä¤@¤¤Ãc,71.90,0,2000,,726,538Y²Ä¤@¤¤Ãc,72.00,0,1000 
727,538Y²Ä¤@¤¤Ãc,72.30,1000,0,,728,538Y²Ä¤@¤¤Ãc,72.50,3000,1000 
729,538Y²Ä¤@¤¤Ãc,72.60,1000,0,,730,5602¥Ã¿³¤ôÙõ,71.40,3000,0 
731,5602¥Ã¿³¤ôÙõ,71.60,0,10000,,732,5602¥Ã¿³¤ôÙõ,71.80,0,14000 
733,5602¥Ã¿³¤ôÙõ,72.30,1000,5000,,734,5602¥Ã¿³¤ôÙõ,72.80,0,5000 
735,5603¥Ã¿³¥x¤¤,69.50,3000,0,,736,5603¥Ã¿³¥x¤¤,70.20,6000,0 
737,5603¥Ã¿³¥x¤¤,70.60,1000,0,,738,5603¥Ã¿³¥x¤¤,71.50,1000,0 
739,5603¥Ã¿³¥x¤¤,71.60,2000,0,,740,5603¥Ã¿³¥x¤¤,71.70,6000,0 
741,5603¥Ã¿³¥x¤¤,71.80,2000,0,,742,5603¥Ã¿³¥x¤¤,71.90,1000,0 
743,5603¥Ã¿³¥x¤¤,72.30,1000,0,,744,5603¥Ã¿³¥x¤¤,72.70,3000,0 
745,5604¥Ã¿³¤j¼[,71.00,1000,0,,746,5604¥Ã¿³¤j¼[,71.20,1000,0 
747,5660¤é    ¶i,70.00,0,10000,,748,5660¤é    ¶i,71.40,1000,0 
749,5660¤é    ¶i,72.70,1000,0,,750,5660¤é    ¶i,73.00,1000,0 
751,5850²Î    ¤@,69.50,20000,10000,,752,5850²Î    ¤@,69.80,0,5000 
753,5850²Î    ¤@,70.00,2000,0,,754,5850²Î    ¤@,70.10,0,7000 
755,5850²Î    ¤@,70.20,3000,0,,756,5850²Î    ¤@,70.30,1000,7000 
757,5850²Î    ¤@,70.40,3000,10000,,758,5850²Î    ¤@,70.50,3000,0 
759,5850²Î    ¤@,70.60,3000,0,,760,5850²Î    ¤@,71.00,0,1000 
761,5850²Î    ¤@,71.10,0,20000,,762,5850²Î    ¤@,71.30,2000,1000 
763,5850²Î    ¤@,71.50,0,2000,,764,5850²Î    ¤@,71.60,0,1000 
765,5850²Î    ¤@,71.70,0,14000,,766,5850²Î    ¤@,71.80,12000,0 
767,5850²Î    ¤@,71.90,6000,1000,,768,5850²Î    ¤@,72.00,0,2000 
769,5850²Î    ¤@,72.10,0,2000,,770,5850²Î    ¤@,72.20,0,17000 
771,5850²Î    ¤@,72.30,6000,0,,772,5850²Î    ¤@,72.40,10000,0 
773,5850²Î    ¤@,72.50,0,2000,,774,5850²Î    ¤@,72.60,0,1000 
775,5850²Î    ¤@,72.80,0,11000,,776,5850²Î    ¤@,72.90,0,2000 
777,5850²Î    ¤@,73.10,0,1000,,778,5851²Î¤@°ª¶¯,69.50,0,26000 
779,5851²Î¤@°ª¶¯,71.30,0,20000,,780,5851²Î¤@°ª¶¯,71.40,1000,0 
781,5851²Î¤@°ª¶¯,71.50,3000,0,,782,5851²Î¤@°ª¶¯,71.60,1000,0 
783,5851²Î¤@°ª¶¯,71.70,3000,0,,784,5851²Î¤@°ª¶¯,71.80,1000,0 
785,5851²Î¤@°ª¶¯,71.90,1000,0,,786,5851²Î¤@°ª¶¯,72.00,1000,0 
787,5851²Î¤@°ª¶¯,72.10,3000,0,,788,5851²Î¤@°ª¶¯,72.30,3000,0 
789,5851²Î¤@°ª¶¯,72.40,0,1000,,790,5851²Î¤@°ª¶¯,72.50,1000,0 
791,5851²Î¤@°ª¶¯,72.60,1000,0,,792,5851²Î¤@°ª¶¯,72.70,3000,0 
793,5851²Î¤@°ª¶¯,72.80,1000,0,,794,5851²Î¤@°ª¶¯,72.90,3000,1000 
795,5852²Î¤@´°«n,71.70,1000,0,,796,5853²Î¤@¤¤Ãc,69.50,0,1000 
797,5853²Î¤@¤¤Ãc,72.20,1000,0,,798,5854²Î¤@«°¤¤,71.10,3000,0 
799,5854²Î¤@«°¤¤,71.40,3000,0,,800,5854²Î¤@«°¤¤,71.50,10000,0 
801,5854²Î¤@«°¤¤,71.60,1000,0,,802,5854²Î¤@«°¤¤,71.70,3000,1000 
803,5854²Î¤@«°¤¤,71.80,10000,0,,804,5854²Î¤@«°¤¤,72.10,5000,0 
805,5854²Î¤@«°¤¤,72.50,0,3000,,806,5854²Î¤@«°¤¤,72.70,2000,0 
807,5855²Î¤@¥x«n,69.90,1000,0,,808,5855²Î¤@¥x«n,70.20,1000,0 
809,5855²Î¤@¥x«n,71.30,2000,0,,810,5855²Î¤@¥x«n,72.20,0,1000 
811,5856²Î¤@¥x¤¤,70.30,0,5000,,812,5856²Î¤@¥x¤¤,70.40,0,2000 
813,5856²Î¤@¥x¤¤,70.50,0,3000,,814,5856²Î¤@¥x¤¤,71.30,5000,0 
815,5856²Î¤@¥x¤¤,71.70,0,1000,,816,5856²Î¤@¥x¤¤,72.00,8000,0 
817,5856²Î¤@¥x¤¤,72.20,15000,0,,818,5856²Î¤@¥x¤¤,72.70,0,5000 
819,5856²Î¤@¥x¤¤,72.80,1000,0,,820,5856²Î¤@¥x¤¤,73.00,0,3000 
821,5857²Î¤@·s¦Ë,69.50,1000,0,,822,5857²Î¤@·s¦Ë,72.40,1000,0 
823,5858²Î¤@¹Å¸q,69.50,0,2000,,824,5858²Î¤@¹Å¸q,71.90,1000,0 
825,5859²Î¤@«ÌªF,70.00,1000,0,,826,5859²Î¤@«ÌªF,70.50,3000,0 
827,5859²Î¤@«ÌªF,71.50,1000,0,,828,5859²Î¤@«ÌªF,71.70,0,5000 
829,5859²Î¤@«ÌªF,71.80,3000,0,,830,5859²Î¤@«ÌªF,72.70,0,3000 
831,5859²Î¤@«ÌªF,72.80,1000,2000,,832,5859²Î¤@«ÌªF,73.00,0,2000 
833,585A²Î¤@°ò¶©,69.50,3000,0,,834,585A²Î¤@°ò¶©,72.00,0,3000 
835,585b²Î¤@¤º´ò,70.10,0,3000,,836,585B²Î¤@¥Ã©M,70.30,1000,0 
837,585B²Î¤@¥Ã©M,70.50,1000,0,,838,585B²Î¤@¥Ã©M,72.00,2000,0 
839,585B²Î¤@¥Ã©M,72.20,1000,0,,840,585c²Î¤@¤¯·R,71.30,0,1000 
841,585c²Î¤@¤¯·R,71.60,0,1000,,842,585c²Î¤@¤¯·R,71.80,1000,0 
843,585c²Î¤@¤¯·R,71.90,1000,0,,844,585c²Î¤@¤¯·R,72.00,0,1000 
845,585c²Î¤@¤¯·R,72.10,0,1000,,846,585c²Î¤@¤¯·R,72.20,0,1000 
847,585c²Î¤@¤¯·R,72.30,1000,1000,,848,585c²Î¤@¤¯·R,72.90,0,1000 
849,585c²Î¤@¤¯·R,73.10,1000,0,,850,585D²Î¤@·s¥x¤¤,69.50,5000,0 
851,585D²Î¤@·s¥x¤¤,71.90,0,5000,,852,585F²Î¤@¹ü¤Æ,72.20,1000,1000 
853,585g²Î¤@¥­Âí,69.50,1000,17000,,854,585g²Î¤@¥­Âí,70.10,3000,0 
855,585g²Î¤@¥­Âí,70.90,2000,0,,856,585g²Î¤@¥­Âí,71.40,2000,0 
857,585g²Î¤@¥­Âí,71.70,0,1000,,858,585g²Î¤@¥­Âí,72.10,0,2000 
859,585g²Î¤@¥­Âí,72.50,0,2000,,860,585g²Î¤@¥­Âí,72.80,0,1000 
861,585H²Î¤@®ç¶é,69.50,0,1000,,862,585H²Î¤@®ç¶é,72.40,0,1000 
863,585H²Î¤@®ç¶é,73.00,1000,0,,864,585I²Î¤@­ûªL,71.90,0,1000 
865,585I²Î¤@­ûªL,72.00,3000,0,,866,585I²Î¤@­ûªL,72.60,1000,0 
867,585J²Î¤@¤T­«,71.50,0,15000,,868,585J²Î¤@¤T­«,72.20,10000,0 
869,585J²Î¤@¤T­«,72.50,0,10000,,870,585J²Î¤@¤T­«,72.90,1000,0 
871,585m²Î¤@¦Ë«n,70.20,0,2000,,872,585m²Î¤@¦Ë«n,71.50,1000,0 
873,585m²Î¤@¦Ë«n,71.70,0,1000,,874,585m²Î¤@¦Ë«n,71.80,0,5000 
875,585m²Î¤@¦Ë«n,72.00,2000,0,,876,585M²Î¤@¤hªL,70.30,1000,0 
877,585M²Î¤@¤hªL,70.50,0,1000,,878,585M²Î¤@¤hªL,70.90,1000,0 
879,585M²Î¤@¤hªL,71.00,1000,0,,880,585M²Î¤@¤hªL,71.10,0,1000 
881,585M²Î¤@¤hªL,71.20,0,1000,,882,585M²Î¤@¤hªL,71.30,2000,0 
883,585M²Î¤@¤hªL,71.70,1000,0,,884,585M²Î¤@¤hªL,71.80,0,1000 
885,585M²Î¤@¤hªL,71.90,1000,1000,,886,585M²Î¤@¤hªL,72.00,1000,2000 
887,585M²Î¤@¤hªL,72.10,7000,1000,,888,585M²Î¤@¤hªL,72.20,1000,1000 
889,585M²Î¤@¤hªL,72.30,0,6000,,890,585M²Î¤@¤hªL,72.40,0,1000 
891,585P²Î¤@ªO¾ô,70.20,0,2000,,892,585P²Î¤@ªO¾ô,71.60,6000,0 
893,585P²Î¤@ªO¾ô,71.70,0,1000,,894,585P²Î¤@ªO¾ô,71.80,6000,0 
895,585P²Î¤@ªO¾ô,72.00,0,1000,,896,585P²Î¤@ªO¾ô,72.30,1000,0 
897,585P²Î¤@ªO¾ô,72.60,1000,0,,898,585P²Î¤@ªO¾ô,72.90,0,1000 
899,585P²Î¤@ªO¾ô,73.00,0,4000,,900,585Q²Î¤@¤T¦h,70.60,0,2000 
901,585Q²Î¤@¤T¦h,71.30,1000,0,,902,585Q²Î¤@¤T¦h,71.50,1000,0 
903,585Q²Î¤@¤T¦h,72.10,1000,0,,904,585R²Î¤@¦Á¤î,69.80,0,1000 
905,585R²Î¤@¦Á¤î,72.90,1000,0,,906,585U²Î¤@«n¨Ê,70.40,0,2000 
907,585U²Î¤@«n¨Ê,71.70,0,19000,,908,585U²Î¤@«n¨Ê,71.80,0,10000 
909,585U²Î¤@«n¨Ê,71.90,0,1000,,910,585U²Î¤@«n¨Ê,72.20,0,11000 
911,585U²Î¤@«n¨Ê,72.30,0,10000,,912,585U²Î¤@«n¨Ê,72.60,0,22000 
913,585U²Î¤@«n¨Ê,72.70,0,3000,,914,585U²Î¤@«n¨Ê,73.10,0,10000 
915,585W²Î¤@ª÷ªù,69.70,2000,0,,916,585W²Î¤@ª÷ªù,72.00,1000,0 
917,585W²Î¤@ª÷ªù,72.30,2000,0,,918,585Y²Î¤@¤g«°,71.80,1000,0 
919,585Y²Î¤@¤g«°,72.00,1000,0,,920,585Z²Î¤@ªQ¦¿,70.90,1000,0 
921,585Z²Î¤@ªQ¦¿,72.80,0,1000,,922,5861¬Õ·¸ÆX¤l¤º,69.50,0,1000 
923,5862¬Õ·¸·£±ê,71.30,0,2000,,924,5862¬Õ·¸·£±ê,71.50,5000,0 
925,5862¬Õ·¸·£±ê,71.80,0,2000,,926,5862¬Õ·¸·£±ê,72.00,0,1000 
927,5862¬Õ·¸·£±ê,72.30,0,1000,,928,5870¥ú    ¶©,70.40,0,1000 
929,5870¥ú    ¶©,71.00,1000,0,,930,5870¥ú    ¶©,72.10,0,5000 
931,5870¥ú    ¶©,72.30,1000,0,,932,5870¥ú    ¶©,72.70,1000,0 
933,5870¥ú    ¶©,72.80,1000,0,,934,5920¤¸    ´I,69.50,0,5000 
935,5920¤¸    ´I,69.80,0,4000,,936,5920¤¸    ´I,70.00,0,1000 
937,5920¤¸    ´I,70.10,0,1000,,938,5920¤¸    ´I,70.50,1000,0 
939,5920¤¸    ´I,70.70,2000,0,,940,5920¤¸    ´I,70.90,3000,0 
941,5920¤¸    ´I,71.00,1000,0,,942,5920¤¸    ´I,71.10,6000,0 
943,5920¤¸    ´I,71.30,2000,0,,944,5920¤¸    ´I,71.40,1000,0 
945,5920¤¸    ´I,71.50,2000,0,,946,5920¤¸    ´I,71.80,3000,2000 
947,5920¤¸    ´I,72.00,0,7000,,948,5920¤¸    ´I,72.10,1000,0 
949,5920¤¸    ´I,72.20,6000,1000,,950,5920¤¸    ´I,72.30,0,3000 
951,5920¤¸    ´I,72.40,1000,0,,952,5920¤¸    ´I,72.50,0,3000 
953,5920¤¸    ´I,72.60,2000,0,,954,5920¤¸    ´I,72.70,0,2000 
955,5920¤¸    ´I,72.90,0,2000,,956,5920¤¸    ´I,73.00,0,2000 
957,5920¤¸    ´I,73.10,0,2000,,958,5921¤¸´I°ª¶¯,72.10,0,2000 
959,5922¤¸´I·s©±,69.50,0,2000,,960,5922¤¸´I·s©±,70.90,0,2000 
961,5922¤¸´I·s©±,71.10,1000,0,,962,5922¤¸´I·s©±,71.60,0,3000 
963,5922¤¸´I·s©±,72.10,1000,0,,964,5923¤¸´I¤T­«,69.90,0,1000 
965,5925¤¸´I¥x¤¤,69.50,0,1000,,966,5925¤¸´I¥x¤¤,71.00,1000,1000 
967,5925¤¸´I¥x¤¤,71.10,0,5000,,968,5925¤¸´I¥x¤¤,71.70,1000,0 
969,5925¤¸´I¥x¤¤,72.20,1000,0,,970,5925¤¸´I¥x¤¤,72.80,1000,0 
971,5925¤¸´I¥x¤¤,73.00,1000,0,,972,5926¤¸´I¥|ºû,70.40,1000,0 
973,5926¤¸´I¥|ºû,70.80,0,1000,,974,5926¤¸´I¥|ºû,70.90,0,1000 
975,5926¤¸´I¥|ºû,71.60,1000,0,,976,5926¤¸´I¥|ºû,71.80,1000,1000 
977,5927¤¸´IªL¶é,69.50,1000,0,,978,5927¤¸´IªL¶é,70.20,0,1000 
979,5927¤¸´IªL¶é,71.00,0,1000,,980,5927¤¸´IªL¶é,72.20,3000,0 
981,5927¤¸´IªL¶é,72.30,1000,0,,982,5928¤¸´I·s²ø,69.80,0,1000 
983,5928¤¸´I·s²ø,72.90,1000,0,,984,5929¤¸´I¥x«n,71.30,1000,0 
985,5929¤¸´I¥x«n,71.70,10000,0,,986,5929¤¸´I¥x«n,71.80,1000,0 
987,5929¤¸´I¥x«n,72.00,5000,0,,988,5929¤¸´I¥x«n,72.20,0,1000 
989,5929¤¸´I¥x«n,73.20,0,1000,,990,592a¤¸´IªQ¼w,70.50,0,3000 
991,592a¤¸´IªQ¼w,70.80,1000,0,,992,592a¤¸´IªQ¼w,71.00,1000,0 
993,592a¤¸´IªQ¼w,71.50,0,2000,,994,592a¤¸´IªQ¼w,71.60,3000,0 
995,592a¤¸´IªQ¼w,71.80,2000,0,,996,592a¤¸´IªQ¼w,72.10,1000,0 
997,592a¤¸´IªQ¼w,72.20,4000,0,,998,592a¤¸´IªQ¼w,72.40,0,1000 
999,592a¤¸´IªQ¼w,72.50,1000,0,,1000,592a¤¸´IªQ¼w,72.60,0,1000 
1001,592a¤¸´IªQ¼w,72.80,0,2000,,1002,592a¤¸´IªQ¼w,73.20,1000,0 
1003,592A¤¸´I½n«°,70.00,1000,0,,1004,592A¤¸´I½n«°,71.00,1000,0 
1005,592A¤¸´I½n«°,72.30,0,1000,,1006,592A¤¸´I½n«°,72.60,0,1000 
1007,592b¤¸´IªO¾ô,70.10,2000,2000,,1008,592b¤¸´IªO¾ô,70.30,3000,0 
1009,592b¤¸´IªO¾ô,70.50,3000,0,,1010,592b¤¸´IªO¾ô,70.70,1000,0 
